LOG:  database system was shut down at 2012-07-29 23:31:50 CEST
LOG:  database system is ready to accept connections
LOG:  autovacuum launcher started
LOG:  duration: 4998.098 ms  statement: select a/47856, avg(b) from uk3 group by a/47856;
LOG:  duration: 666.663 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=47904 qcache=0 func='avg';
LOG:  duration: 4981.758 ms  statement: select a/47904, avg(b) from uk3 group by a/47904;
LOG:  duration: 687.645 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=47952 qcache=0 func='avg';
LOG:  duration: 5171.796 ms  statement: select a/47952, avg(b) from uk3 group by a/47952;
LOG:  duration: 663.854 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=48000 qcache=0 func='avg';
LOG:  duration: 4957.402 ms  statement: select a/48000, avg(b) from uk3 group by a/48000;
LOG:  duration: 652.161 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=48048 qcache=0 func='avg';
LOG:  duration: 4959.632 ms  statement: select a/48048, avg(b) from uk3 group by a/48048;
LOG:  duration: 650.178 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=48096 qcache=0 func='avg';
LOG:  duration: 4893.995 ms  statement: select a/48096, avg(b) from uk3 group by a/48096;
LOG:  duration: 659.522 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=48144 qcache=0 func='avg';
LOG:  duration: 5222.944 ms  statement: select a/48144, avg(b) from uk3 group by a/48144;
LOG:  duration: 660.818 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=48192 qcache=0 func='avg';
LOG:  duration: 4946.669 ms  statement: select a/48192, avg(b) from uk3 group by a/48192;
LOG:  duration: 680.281 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=48240 qcache=0 func='avg';
LOG:  duration: 5039.312 ms  statement: select a/48240, avg(b) from uk3 group by a/48240;
LOG:  duration: 743.850 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=48288 qcache=0 func='avg';
LOG:  duration: 5160.321 ms  statement: select a/48288, avg(b) from uk3 group by a/48288;
LOG:  duration: 671.413 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=48336 qcache=0 func='avg';
LOG:  duration: 5077.905 ms  statement: select a/48336, avg(b) from uk3 group by a/48336;
LOG:  duration: 862.119 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=48384 qcache=0 func='avg';
LOG:  duration: 5321.527 ms  statement: select a/48384, avg(b) from uk3 group by a/48384;
LOG:  duration: 673.317 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=48432 qcache=0 func='avg';
LOG:  duration: 5155.419 ms  statement: select a/48432, avg(b) from uk3 group by a/48432;
LOG:  duration: 683.670 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=48480 qcache=0 func='avg';
LOG:  duration: 5130.373 ms  statement: select a/48480, avg(b) from uk3 group by a/48480;
LOG:  duration: 673.498 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=48528 qcache=0 func='avg';
LOG:  duration: 4955.478 ms  statement: select a/48528, avg(b) from uk3 group by a/48528;
LOG:  duration: 663.179 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=48576 qcache=0 func='avg';
LOG:  duration: 4916.692 ms  statement: select a/48576, avg(b) from uk3 group by a/48576;
LOG:  duration: 662.754 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=48624 qcache=0 func='avg';
LOG:  duration: 4920.908 ms  statement: select a/48624, avg(b) from uk3 group by a/48624;
LOG:  duration: 673.474 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=48672 qcache=0 func='avg';
LOG:  duration: 4992.321 ms  statement: select a/48672, avg(b) from uk3 group by a/48672;
LOG:  duration: 661.622 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=48720 qcache=0 func='avg';
LOG:  duration: 5013.189 ms  statement: select a/48720, avg(b) from uk3 group by a/48720;
LOG:  duration: 736.543 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=48768 qcache=0 func='avg';
LOG:  duration: 4976.380 ms  statement: select a/48768, avg(b) from uk3 group by a/48768;
LOG:  duration: 672.921 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=48816 qcache=0 func='avg';
LOG:  duration: 5235.059 ms  statement: select a/48816, avg(b) from uk3 group by a/48816;
LOG:  duration: 730.807 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=48864 qcache=0 func='avg';
LOG:  duration: 6197.001 ms  statement: select a/48864, avg(b) from uk3 group by a/48864;
LOG:  duration: 730.647 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=48912 qcache=0 func='avg';
LOG:  duration: 6540.034 ms  statement: select a/48912, avg(b) from uk3 group by a/48912;
LOG:  duration: 988.594 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=48960 qcache=0 func='avg';
LOG:  duration: 5516.737 ms  statement: select a/48960, avg(b) from uk3 group by a/48960;
LOG:  duration: 1061.874 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=49008 qcache=0 func='avg';
LOG:  duration: 6836.828 ms  statement: select a/49008, avg(b) from uk3 group by a/49008;
LOG:  duration: 804.793 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=49056 qcache=0 func='avg';
LOG:  duration: 5075.298 ms  statement: select a/49056, avg(b) from uk3 group by a/49056;
LOG:  duration: 675.791 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=49104 qcache=0 func='avg';
LOG:  duration: 5832.977 ms  statement: select a/49104, avg(b) from uk3 group by a/49104;
LOG:  duration: 897.750 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=49152 qcache=0 func='avg';
LOG:  duration: 5184.064 ms  statement: select a/49152, avg(b) from uk3 group by a/49152;
LOG:  duration: 676.524 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=49200 qcache=0 func='avg';
LOG:  duration: 5795.349 ms  statement: select a/49200, avg(b) from uk3 group by a/49200;
LOG:  duration: 690.221 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=49248 qcache=0 func='avg';
LOG:  duration: 5714.687 ms  statement: select a/49248, avg(b) from uk3 group by a/49248;
LOG:  duration: 992.000 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=49296 qcache=0 func='avg';
LOG:  duration: 6321.893 ms  statement: select a/49296, avg(b) from uk3 group by a/49296;
LOG:  duration: 743.254 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=49344 qcache=0 func='avg';
LOG:  duration: 5202.140 ms  statement: select a/49344, avg(b) from uk3 group by a/49344;
LOG:  duration: 1063.344 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=49392 qcache=0 func='avg';
LOG:  duration: 5477.476 ms  statement: select a/49392, avg(b) from uk3 group by a/49392;
LOG:  duration: 0.490 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=49440 qcache=0 func='avg';
LOG:  duration: 6624.477 ms  statement: select a/49440, avg(b) from uk3 group by a/49440;
LOG:  duration: 0.389 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=49488 qcache=0 func='avg';
LOG:  duration: 7425.136 ms  statement: select a/49488, avg(b) from uk3 group by a/49488;
LOG:  duration: 0.412 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=49536 qcache=0 func='avg';
LOG:  duration: 5422.261 ms  statement: select a/49536, avg(b) from uk3 group by a/49536;
LOG:  duration: 0.377 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=49584 qcache=0 func='avg';
LOG:  duration: 5074.683 ms  statement: select a/49584, avg(b) from uk3 group by a/49584;
LOG:  duration: 0.472 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=49632 qcache=0 func='avg';
LOG:  duration: 5026.016 ms  statement: select a/49632, avg(b) from uk3 group by a/49632;
LOG:  duration: 0.398 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=49680 qcache=0 func='avg';
LOG:  duration: 4961.774 ms  statement: select a/49680, avg(b) from uk3 group by a/49680;
LOG:  duration: 0.414 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=49728 qcache=0 func='avg';
LOG:  duration: 4960.860 ms  statement: select a/49728, avg(b) from uk3 group by a/49728;
LOG:  duration: 0.561 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=49776 qcache=0 func='avg';
LOG:  duration: 4954.764 ms  statement: select a/49776, avg(b) from uk3 group by a/49776;
LOG:  duration: 0.396 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=49824 qcache=0 func='avg';
LOG:  duration: 4920.751 ms  statement: select a/49824, avg(b) from uk3 group by a/49824;
LOG:  duration: 0.388 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=49872 qcache=0 func='avg';
LOG:  duration: 4967.191 ms  statement: select a/49872, avg(b) from uk3 group by a/49872;
LOG:  duration: 0.535 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=49920 qcache=0 func='avg';
LOG:  duration: 4912.135 ms  statement: select a/49920, avg(b) from uk3 group by a/49920;
LOG:  duration: 0.794 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=49968 qcache=0 func='avg';
LOG:  duration: 4928.787 ms  statement: select a/49968, avg(b) from uk3 group by a/49968;
LOG:  duration: 0.581 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=50016 qcache=0 func='avg';
LOG:  duration: 4922.040 ms  statement: select a/50016, avg(b) from uk3 group by a/50016;
LOG:  duration: 0.432 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=50064 qcache=0 func='avg';
LOG:  duration: 4946.614 ms  statement: select a/50064, avg(b) from uk3 group by a/50064;
LOG:  duration: 0.386 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=50112 qcache=0 func='avg';
LOG:  duration: 4929.407 ms  statement: select a/50112, avg(b) from uk3 group by a/50112;
LOG:  duration: 0.394 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=50160 qcache=0 func='avg';
LOG:  duration: 4928.632 ms  statement: select a/50160, avg(b) from uk3 group by a/50160;
LOG:  duration: 0.664 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=50208 qcache=0 func='avg';
LOG:  duration: 4917.797 ms  statement: select a/50208, avg(b) from uk3 group by a/50208;
LOG:  duration: 0.412 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=50256 qcache=0 func='avg';
LOG:  duration: 4981.150 ms  statement: select a/50256, avg(b) from uk3 group by a/50256;
LOG:  duration: 0.645 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=50304 qcache=0 func='avg';
LOG:  duration: 4950.295 ms  statement: select a/50304, avg(b) from uk3 group by a/50304;
LOG:  duration: 0.503 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=50352 qcache=0 func='avg';
LOG:  duration: 4884.701 ms  statement: select a/50352, avg(b) from uk3 group by a/50352;
LOG:  duration: 0.423 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=50400 qcache=0 func='avg';
LOG:  duration: 4927.395 ms  statement: select a/50400, avg(b) from uk3 group by a/50400;
LOG:  duration: 0.423 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=50448 qcache=0 func='avg';
LOG:  duration: 4935.605 ms  statement: select a/50448, avg(b) from uk3 group by a/50448;
LOG:  duration: 0.665 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=50496 qcache=0 func='avg';
LOG:  duration: 6847.940 ms  statement: select a/50496, avg(b) from uk3 group by a/50496;
LOG:  duration: 0.556 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=50544 qcache=0 func='avg';
LOG:  duration: 5835.320 ms  statement: select a/50544, avg(b) from uk3 group by a/50544;
LOG:  duration: 0.421 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=50592 qcache=0 func='avg';
LOG:  duration: 5614.145 ms  statement: select a/50592, avg(b) from uk3 group by a/50592;
LOG:  duration: 0.496 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=50640 qcache=0 func='avg';
LOG:  duration: 5130.362 ms  statement: select a/50640, avg(b) from uk3 group by a/50640;
LOG:  duration: 0.510 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=50688 qcache=0 func='avg';
LOG:  duration: 7223.534 ms  statement: select a/50688, avg(b) from uk3 group by a/50688;
LOG:  duration: 0.424 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=50736 qcache=0 func='avg';
LOG:  duration: 6751.476 ms  statement: select a/50736, avg(b) from uk3 group by a/50736;
LOG:  duration: 0.645 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=50784 qcache=0 func='avg';
LOG:  duration: 5200.429 ms  statement: select a/50784, avg(b) from uk3 group by a/50784;
LOG:  duration: 0.405 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=50832 qcache=0 func='avg';
LOG:  duration: 6194.478 ms  statement: select a/50832, avg(b) from uk3 group by a/50832;
LOG:  duration: 0.385 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=50880 qcache=0 func='avg';
LOG:  duration: 5783.393 ms  statement: select a/50880, avg(b) from uk3 group by a/50880;
LOG:  duration: 0.474 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=50928 qcache=0 func='avg';
LOG:  duration: 6756.701 ms  statement: select a/50928, avg(b) from uk3 group by a/50928;
LOG:  duration: 0.468 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=50976 qcache=0 func='avg';
LOG:  duration: 5217.832 ms  statement: select a/50976, avg(b) from uk3 group by a/50976;
LOG:  duration: 0.529 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=51024 qcache=0 func='avg';
LOG:  duration: 4953.647 ms  statement: select a/51024, avg(b) from uk3 group by a/51024;
LOG:  duration: 0.562 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=51072 qcache=0 func='avg';
LOG:  duration: 4940.276 ms  statement: select a/51072, avg(b) from uk3 group by a/51072;
LOG:  duration: 0.428 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=51120 qcache=0 func='avg';
LOG:  duration: 4994.510 ms  statement: select a/51120, avg(b) from uk3 group by a/51120;
LOG:  duration: 0.408 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=51168 qcache=0 func='avg';
LOG:  duration: 4969.380 ms  statement: select a/51168, avg(b) from uk3 group by a/51168;
LOG:  duration: 0.511 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=51216 qcache=0 func='avg';
LOG:  duration: 4964.528 ms  statement: select a/51216, avg(b) from uk3 group by a/51216;
LOG:  duration: 0.522 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=51264 qcache=0 func='avg';
LOG:  duration: 5016.262 ms  statement: select a/51264, avg(b) from uk3 group by a/51264;
LOG:  duration: 0.375 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=51312 qcache=0 func='avg';
LOG:  duration: 4973.185 ms  statement: select a/51312, avg(b) from uk3 group by a/51312;
LOG:  duration: 0.378 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=51360 qcache=0 func='avg';
LOG:  duration: 4960.070 ms  statement: select a/51360, avg(b) from uk3 group by a/51360;
LOG:  duration: 0.503 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=51408 qcache=0 func='avg';
LOG:  duration: 5028.561 ms  statement: select a/51408, avg(b) from uk3 group by a/51408;
LOG:  duration: 0.398 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=51456 qcache=0 func='avg';
LOG:  duration: 5823.676 ms  statement: select a/51456, avg(b) from uk3 group by a/51456;
LOG:  duration: 0.380 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=51504 qcache=0 func='avg';
LOG:  duration: 5144.961 ms  statement: select a/51504, avg(b) from uk3 group by a/51504;
LOG:  duration: 677.174 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=51552 qcache=0 func='avg';
LOG:  duration: 5177.814 ms  statement: select a/51552, avg(b) from uk3 group by a/51552;
LOG:  duration: 686.736 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=51600 qcache=0 func='avg';
LOG:  duration: 5273.515 ms  statement: select a/51600, avg(b) from uk3 group by a/51600;
LOG:  duration: 741.668 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=51648 qcache=0 func='avg';
LOG:  duration: 5217.139 ms  statement: select a/51648, avg(b) from uk3 group by a/51648;
LOG:  duration: 638.482 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=51696 qcache=0 func='avg';
LOG:  duration: 5049.850 ms  statement: select a/51696, avg(b) from uk3 group by a/51696;
LOG:  duration: 680.710 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=51744 qcache=0 func='avg';
LOG:  duration: 4936.758 ms  statement: select a/51744, avg(b) from uk3 group by a/51744;
LOG:  duration: 684.831 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=51792 qcache=0 func='avg';
LOG:  duration: 5005.748 ms  statement: select a/51792, avg(b) from uk3 group by a/51792;
LOG:  duration: 661.201 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=51840 qcache=0 func='avg';
